customer_id,account,segment,plan,start_date,mrr,new_mrr,expansion_mrr,contraction_mrr,churned_flag,churn_date,churn_reason,arpa,nrr
CUST_0084,Account_084,ENT,Enterprise,2023-06-12,0.0,0.0,0.0,0.0,True,2024-10-05,Business Closure,0.0,0.0
CUST_0085,Account_085,MM,Enterprise,2023-05-12,0.0,0.0,0.0,0.0,True,2024-03-22,Budget Cut,0.0,0.0
CUST_0086,Account_086,ENT,Enterprise,2023-09-09,102102.46,0.0,11105.2,0.0,False,,,102102.46,1.122
CUST_0087,Account_087,SMB,Professional,2025-01-08,2728.95,0.0,0.0,0.0,False,,,2728.95,1.0
CUST_0088,Account_088,MM,Professional,2024-12-12,5099.9,0.0,572.73,0.0,False,,,5099.9,1.127
CUST_0089,Account_089,MM,Business,2022-12-27,0.0,0.0,0.0,0.0,True,2025-09-19,Competition,0.0,0.0
CUST_0090,Account_090,ENT,Enterprise,2025-08-17,62961.98,0.0,0.0,0.0,False,,,62961.98,1.0
CUST_0091,Account_091,ENT,Enterprise,2024-12-21,0.0,0.0,0.0,0.0,True,2025-06-16,Price,0.0,0.0
CUST_0092,Account_092,MM,Business,2023-09-01,10277.06,0.0,1963.81,0.0,False,,,10277.06,1.236
CUST_0093,Account_093,MM,Business,2025-09-18,8651.08,8651.08,0.0,0.0,False,,,8651.08,1.0
CUST_0094,Account_094,ENT,Enterprise,2024-12-24,75644.33,0.0,0.0,0.0,False,,,75644.33,1.0
CUST_0095,Account_095,ENT,Business,2023-03-06,0.0,0.0,0.0,0.0,True,2023-11-26,Merger,0.0,0.0
CUST_0096,Account_096,ENT,Custom,2024-12-30,0.0,0.0,0.0,0.0,True,2025-05-24,Business Closure,0.0,0.0
CUST_0097,Account_097,ENT,Business,2024-05-21,0.0,0.0,0.0,0.0,True,2025-05-16,Merger,0.0,0.0
CUST_0098,Account_098,SMB,Business,2025-06-08,3606.59,0.0,0.0,0.0,False,,,3606.59,1.0
CUST_0099,Account_099,SMB,Business,2023-07-15,0.0,0.0,0.0,0.0,True,2025-08-30,Support,0.0,0.0
CUST_0100,Account_100,SMB,Professional,2024-08-23,0.0,0.0,0.0,0.0,True,2025-01-12,Merger,0.0,0.0
CUST_0101,Account_101,SMB,Business,2023-05-11,0.0,0.0,0.0,0.0,True,2023-10-03,Price,0.0,0.0
CUST_0102,Account_102,SMB,Starter,2025-08-06,714.73,0.0,0.0,0.0,False,,,714.73,1.0
CUST_0103,Account_103,ENT,Custom,2022-11-05,0.0,0.0,0.0,0.0,True,2024-06-06,Competition,0.0,0.0
CUST_0104,Account_104,MM,Business,2024-08-10,0.0,0.0,0.0,0.0,True,2025-09-29,Competition,0.0,0.0
CUST_0105,Account_105,MM,Business,2023-08-12,0.0,0.0,0.0,0.0,True,2025-02-13,Competition,0.0,0.0
CUST_0106,Account_106,ENT,Custom,2023-06-23,308555.71,0.0,0.0,13315.52,False,,,308555.71,0.959
CUST_0107,Account_107,SMB,Professional,2024-04-30,2924.85,0.0,0.0,0.0,False,,,2924.85,1.0
CUST_0108,Account_108,ENT,Business,2025-08-12,16345.95,0.0,0.0,0.0,False,,,16345.95,1.0
CUST_0109,Account_109,ENT,Custom,2025-06-16,404179.41,0.0,0.0,0.0,False,,,404179.41,1.0
CUST_0110,Account_110,MM,Professional,2024-07-17,4162.53,0.0,0.0,0.0,False,,,4162.53,1.0
CUST_0111,Account_111,SMB,Starter,2025-02-21,873.68,0.0,0.0,0.0,False,,,873.68,1.0
CUST_0112,Account_112,MM,Enterprise,2025-05-31,29153.46,0.0,6474.72,0.0,False,,,29153.46,1.285
CUST_0113,Account_113,ENT,Custom,2025-07-19,278250.71,0.0,0.0,0.0,False,,,278250.71,1.0
CUST_0114,Account_114,SMB,Professional,2024-05-23,0.0,0.0,0.0,0.0,True,2025-01-15,Support,0.0,0.0
CUST_0115,Account_115,ENT,Enterprise,2025-04-28,45924.42,0.0,0.0,0.0,False,,,45924.42,1.0
CUST_0116,Account_116,ENT,Custom,2025-03-03,210241.44,0.0,0.0,0.0,False,,,210241.44,1.0
CUST_0117,Account_117,MM,Business,2023-10-10,0.0,0.0,0.0,0.0,True,2024-05-28,Price,0.0,0.0
CUST_0118,Account_118,ENT,Custom,2025-09-06,141559.68,141559.68,0.0,0.0,False,,,141559.68,1.0
CUST_0119,Account_119,MM,Business,2023-03-29,0.0,0.0,0.0,0.0,True,2025-09-04,Budget Cut,0.0,0.0
CUST_0120,Account_120,MM,Enterprise,2024-04-11,0.0,0.0,0.0,0.0,True,2025-09-15,Business Closure,0.0,0.0
CUST_0121,Account_121,SMB,Starter,2023-02-26,0.0,0.0,0.0,0.0,True,2025-01-28,Price,0.0,0.0
CUST_0122,Account_122,MM,Enterprise,2022-10-17,37516.89,0.0,0.0,0.0,False,,,37516.89,1.0
CUST_0123,Account_123,ENT,Business,2023-04-22,0.0,0.0,0.0,0.0,True,2024-05-30,Business Closure,0.0,0.0
CUST_0124,Account_124,MM,Business,2022-11-06,13053.21,0.0,1902.58,0.0,False,,,13053.21,1.171
CUST_0125,Account_125,MM,Business,2023-10-02,15861.9,0.0,0.0,0.0,False,,,15861.9,1.0
CUST_0126,Account_126,SMB,Starter,2023-06-06,0.0,0.0,0.0,0.0,True,2023-08-17,Merger,0.0,0.0
CUST_0127,Account_127,MM,Professional,2023-11-19,7853.88,0.0,0.0,0.0,False,,,7853.88,1.0
CUST_0128,Account_128,MM,Business,2025-05-16,19618.15,0.0,0.0,0.0,False,,,19618.15,1.0
CUST_0129,Account_129,SMB,Business,2023-09-05,0.0,0.0,0.0,0.0,True,2024-06-06,Competition,0.0,0.0
CUST_0130,Account_130,ENT,Custom,2022-11-23,0.0,0.0,0.0,0.0,True,2023-06-04,Support,0.0,0.0
CUST_0131,Account_131,MM,Enterprise,2024-12-14,0.0,0.0,0.0,0.0,True,2025-09-16,Feature Gap,0.0,0.0
CUST_0132,Account_132,ENT,Business,2025-05-17,36316.83,0.0,0.0,0.0,False,,,36316.83,1.0
CUST_0133,Account_133,MM,Business,2023-01-11,0.0,0.0,0.0,0.0,True,2023-09-11,Price,0.0,0.0
CUST_0134,Account_134,SMB,Starter,2024-11-24,1204.36,0.0,0.0,0.0,False,,,1204.36,1.0
CUST_0135,Account_135,MM,Professional,2023-01-24,4398.06,0.0,0.0,0.0,False,,,4398.06,1.0
CUST_0136,Account_136,ENT,Business,2024-04-26,35833.72,0.0,0.0,0.0,False,,,35833.72,1.0
CUST_0137,Account_137,ENT,Business,2024-10-28,29485.51,0.0,0.0,0.0,False,,,29485.51,1.0
CUST_0138,Account_138,MM,Business,2025-02-24,15544.61,0.0,2182.22,0.0,False,,,15544.61,1.163
CUST_0139,Account_139,SMB,Business,2023-02-07,0.0,0.0,0.0,0.0,True,2025-03-17,Budget Cut,0.0,0.0
CUST_0140,Account_140,SMB,Business,2023-03-10,0.0,0.0,0.0,0.0,True,2023-11-24,Business Closure,0.0,0.0
CUST_0141,Account_141,ENT,Business,2023-01-14,31348.15,0.0,0.0,0.0,False,,,31348.15,1.0
CUST_0142,Account_142,SMB,Starter,2022-12-09,0.0,0.0,0.0,0.0,True,2023-11-30,Competition,0.0,0.0
CUST_0143,Account_143,ENT,Custom,2023-01-20,337095.12,0.0,0.0,0.0,False,,,337095.12,1.0
CUST_0144,Account_144,ENT,Business,2025-09-13,16013.66,16013.66,0.0,0.0,False,,,16013.66,1.0
CUST_0145,Account_145,SMB,Business,2024-03-09,0.0,0.0,0.0,0.0,True,2025-02-04,Merger,0.0,0.0
CUST_0146,Account_146,MM,Business,2024-07-14,14677.9,0.0,0.0,0.0,False,,,14677.9,1.0
CUST_0147,Account_147,ENT,Enterprise,2023-03-30,82481.95,0.0,12918.79,0.0,False,,,82481.95,1.186
CUST_0148,Account_148,ENT,Enterprise,2025-01-27,90844.62,0.0,0.0,0.0,False,,,90844.62,1.0
CUST_0149,Account_149,MM,Business,2023-04-25,0.0,0.0,0.0,0.0,True,2024-07-06,Support,0.0,0.0
CUST_0150,Account_150,MM,Business,2024-02-02,0.0,0.0,0.0,0.0,True,2025-03-24,Business Closure,0.0,0.0
CUST_0151,Account_151,SMB,Starter,2024-02-20,1070.15,0.0,166.69,0.0,False,,,1070.15,1.184
CUST_0152,Account_152,SMB,Professional,2024-12-21,2541.79,0.0,0.0,0.0,False,,,2541.79,1.0
CUST_0153,Account_153,SMB,Professional,2024-08-16,2039.78,0.0,409.7,0.0,False,,,2039.78,1.251
CUST_0154,Account_154,MM,Professional,2025-09-03,4000.77,4000.77,0.0,0.0,False,,,4000.77,1.0
CUST_0155,Account_155,ENT,Business,2023-05-22,0.0,0.0,0.0,0.0,True,2023-10-15,Feature Gap,0.0,0.0
CUST_0156,Account_156,MM,Enterprise,2025-02-08,0.0,0.0,0.0,0.0,True,2025-06-02,Price,0.0,0.0
CUST_0157,Account_157,ENT,Custom,2025-03-18,0.0,0.0,0.0,0.0,True,2025-07-27,Merger,0.0,0.0
CUST_0158,Account_158,SMB,Professional,2025-09-12,1785.94,1785.94,0.0,0.0,False,,,1785.94,1.0
CUST_0159,Account_159,ENT,Custom,2024-07-30,460521.59,0.0,0.0,0.0,False,,,460521.59,1.0
CUST_0160,Account_160,ENT,Enterprise,2024-08-10,0.0,0.0,0.0,0.0,True,2025-02-03,Business Closure,0.0,0.0
CUST_0161,Account_161,ENT,Custom,2024-08-03,325830.15,0.0,0.0,0.0,False,,,325830.15,1.0
CUST_0162,Account_162,SMB,Professional,2023-06-28,0.0,0.0,0.0,0.0,True,2023-10-29,Budget Cut,0.0,0.0
CUST_0163,Account_163,MM,Business,2024-05-22,12382.63,0.0,0.0,0.0,False,,,12382.63,1.0
CUST_0164,Account_164,ENT,Enterprise,2024-02-28,49373.13,0.0,0.0,0.0,False,,,49373.13,1.0
CUST_0165,Account_165,SMB,Starter,2022-12-22,0.0,0.0,0.0,0.0,True,2025-05-06,Merger,0.0,0.0
CUST_0166,Account_166,MM,Business,2023-09-14,0.0,0.0,0.0,0.0,True,2025-03-27,Competition,0.0,0.0
CUST_0167,Account_167,MM,Business,2023-11-18,0.0,0.0,0.0,0.0,True,2025-08-15,Competition,0.0,0.0
CUST_0168,Account_168,ENT,Enterprise,2025-01-10,93652.84,0.0,956.15,0.0,False,,,93652.84,1.01
CUST_0169,Account_169,ENT,Custom,2024-12-15,0.0,0.0,0.0,0.0,True,2025-08-02,Merger,0.0,0.0
CUST_0170,Account_170,SMB,Starter,2024-01-17,720.74,0.0,0.0,12.62,False,,,720.74,0.983
CUST_0171,Account_171,SMB,Business,2023-11-08,0.0,0.0,0.0,0.0,True,2024-05-02,Support,0.0,0.0
CUST_0172,Account_172,SMB,Professional,2024-08-11,2770.63,0.0,0.0,0.0,False,,,2770.63,1.0
CUST_0173,Account_173,SMB,Starter,2023-12-15,645.86,0.0,0.0,0.0,False,,,645.86,1.0
CUST_0174,Account_174,MM,Enterprise,2024-08-15,39495.58,0.0,677.9,0.0,False,,,39495.58,1.017
CUST_0175,Account_175,ENT,Business,2022-10-19,13968.04,0.0,0.0,1359.11,False,,,13968.04,0.911
CUST_0176,Account_176,SMB,Business,2025-09-23,4228.35,4228.35,0.0,0.0,False,,,4228.35,1.0
CUST_0177,Account_177,SMB,Starter,2022-10-18,0.0,0.0,0.0,0.0,True,2024-03-03,Feature Gap,0.0,0.0
CUST_0178,Account_178,ENT,Enterprise,2025-05-21,67384.72,0.0,0.0,0.0,False,,,67384.72,1.0
CUST_0179,Account_179,SMB,Business,2025-06-19,5467.75,0.0,0.0,0.0,False,,,5467.75,1.0
CUST_0180,Account_180,ENT,Business,2023-04-06,0.0,0.0,0.0,0.0,True,2023-08-04,Competition,0.0,0.0
CUST_0181,Account_181,MM,Business,2024-10-17,10815.03,0.0,0.0,0.0,False,,,10815.03,1.0
CUST_0182,Account_182,SMB,Starter,2024-12-24,647.59,0.0,0.0,133.21,False,,,647.59,0.829
CUST_0183,Account_183,ENT,Enterprise,2023-03-06,81067.49,0.0,0.0,0.0,False,,,81067.49,1.0
CUST_0184,Account_184,SMB,Professional,2024-07-06,0.0,0.0,0.0,0.0,True,2024-09-19,Price,0.0,0.0
CUST_0185,Account_185,MM,Enterprise,2024-07-23,17932.47,0.0,0.0,2505.13,False,,,17932.47,0.877
CUST_0186,Account_186,MM,Professional,2023-03-28,6351.64,0.0,0.0,0.0,False,,,6351.64,1.0
CUST_0187,Account_187,ENT,Custom,2025-01-18,348036.82,0.0,0.0,0.0,False,,,348036.82,1.0
CUST_0188,Account_188,SMB,Professional,2023-06-18,0.0,0.0,0.0,0.0,True,2024-07-16,Merger,0.0,0.0
CUST_0189,Account_189,SMB,Business,2025-03-02,6737.6,0.0,0.0,0.0,False,,,6737.6,1.0
CUST_0190,Account_190,SMB,Business,2022-12-21,0.0,0.0,0.0,0.0,True,2025-06-28,Competition,0.0,0.0
CUST_0191,Account_191,ENT,Custom,2024-07-14,181898.91,0.0,0.0,0.0,False,,,181898.91,1.0
CUST_0192,Account_192,ENT,Custom,2023-09-29,0.0,0.0,0.0,0.0,True,2025-08-29,Support,0.0,0.0
CUST_0193,Account_193,ENT,Business,2023-03-04,31311.29,0.0,1424.82,0.0,False,,,31311.29,1.048
CUST_0194,Account_194,MM,Business,2022-11-11,19041.42,0.0,0.0,0.0,False,,,19041.42,1.0
CUST_0195,Account_195,ENT,Business,2023-03-29,37531.46,0.0,3977.85,0.0,False,,,37531.46,1.119
CUST_0196,Account_196,SMB,Starter,2025-09-29,801.92,801.92,0.0,0.0,False,,,801.92,1.0
CUST_0197,Account_197,MM,Enterprise,2025-02-25,0.0,0.0,0.0,0.0,True,2025-06-22,Business Closure,0.0,0.0
CUST_0198,Account_198,MM,Business,2023-02-21,0.0,0.0,0.0,0.0,True,2024-02-16,Business Closure,0.0,0.0
CUST_0199,Account_199,MM,Business,2024-02-02,0.0,0.0,0.0,0.0,True,2024-09-11,Business Closure,0.0,0.0
CUST_0200,Account_200,MM,Enterprise,2022-10-07,0.0,0.0,0.0,0.0,True,2023-01-05,Price,0.0,0.0
CUST_0201,Account_201,ENT,Enterprise,2025-01-18,56153.9,0.0,12426.03,0.0,False,,,56153.9,1.284
CUST_0202,Account_202,MM,Enterprise,2024-09-10,41355.94,0.0,0.0,0.0,False,,,41355.94,1.0
CUST_0203,Account_203,MM,Business,2023-10-13,16670.98,0.0,0.0,0.0,False,,,16670.98,1.0
CUST_0204,Account_204,ENT,Business,2024-01-08,24517.16,0.0,5088.57,0.0,False,,,24517.16,1.262
CUST_0205,Account_205,SMB,Starter,2024-09-19,0.0,0.0,0.0,0.0,True,2025-08-19,Merger,0.0,0.0
CUST_0206,Account_206,ENT,Business,2022-10-26,21973.09,0.0,0.0,0.0,False,,,21973.09,1.0
CUST_0207,Account_207,MM,Enterprise,2023-02-25,27818.51,0.0,0.0,0.0,False,,,27818.51,1.0
CUST_0208,Account_208,SMB,Business,2024-08-25,0.0,0.0,0.0,0.0,True,2024-11-15,Merger,0.0,0.0
CUST_0209,Account_209,SMB,Professional,2025-09-03,2280.59,2280.59,0.0,0.0,False,,,2280.59,1.0
CUST_0210,Account_210,SMB,Professional,2024-03-16,0.0,0.0,0.0,0.0,True,2024-05-08,Support,0.0,0.0
CUST_0211,Account_211,ENT,Custom,2023-10-26,0.0,0.0,0.0,0.0,True,2024-05-28,Competition,0.0,0.0
CUST_0212,Account_212,SMB,Starter,2023-06-18,0.0,0.0,0.0,0.0,True,2023-11-16,Merger,0.0,0.0
CUST_0213,Account_213,ENT,Business,2023-08-05,0.0,0.0,0.0,0.0,True,2023-10-16,Price,0.0,0.0
CUST_0214,Account_214,MM,Enterprise,2024-08-26,0.0,0.0,0.0,0.0,True,2024-12-03,Budget Cut,0.0,0.0
CUST_0215,Account_215,MM,Professional,2023-08-04,6985.46,0.0,0.0,0.0,False,,,6985.46,1.0
CUST_0216,Account_216,ENT,Enterprise,2023-09-17,0.0,0.0,0.0,0.0,True,2025-07-28,Feature Gap,0.0,0.0
CUST_0217,Account_217,SMB,Business,2023-12-02,0.0,0.0,0.0,0.0,True,2024-04-04,Budget Cut,0.0,0.0
CUST_0218,Account_218,ENT,Enterprise,2024-01-15,51897.71,0.0,0.0,0.0,False,,,51897.71,1.0
CUST_0219,Account_219,MM,Enterprise,2022-12-20,0.0,0.0,0.0,0.0,True,2025-01-25,Support,0.0,0.0
CUST_0220,Account_220,ENT,Enterprise,2024-07-31,73532.28,0.0,0.0,0.0,False,,,73532.28,1.0
CUST_0221,Account_221,SMB,Professional,2023-11-24,1569.02,0.0,0.0,0.0,False,,,1569.02,1.0
CUST_0222,Account_222,ENT,Custom,2023-05-27,0.0,0.0,0.0,0.0,True,2024-12-03,Competition,0.0,0.0
CUST_0223,Account_223,ENT,Custom,2024-03-31,239602.39,0.0,0.0,0.0,False,,,239602.39,1.0
CUST_0224,Account_224,SMB,Business,2023-10-08,0.0,0.0,0.0,0.0,True,2025-01-19,Merger,0.0,0.0
CUST_0225,Account_225,SMB,Professional,2022-12-23,0.0,0.0,0.0,0.0,True,2024-02-27,Budget Cut,0.0,0.0
CUST_0226,Account_226,MM,Enterprise,2023-12-29,0.0,0.0,0.0,0.0,True,2024-02-27,Budget Cut,0.0,0.0
CUST_0227,Account_227,ENT,Enterprise,2023-02-05,0.0,0.0,0.0,0.0,True,2024-07-01,Price,0.0,0.0
CUST_0228,Account_228,ENT,Custom,2024-02-13,0.0,0.0,0.0,0.0,True,2025-05-06,Budget Cut,0.0,0.0
CUST_0229,Account_229,ENT,Custom,2024-07-10,320907.91,0.0,0.0,0.0,False,,,320907.91,1.0
